County_Name,State_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%)
Butler County,Alabama,188,20280,0.946808511,0.053191489,0,45.3,0,0.880672042
Butler County,Pennsylvania,379,185975,0.80474934,0.19525066,0,108.8,0,0.714875343
Butler County,Kansas,590,66265,0.933898305,0.066101695,0,91.9,0,0.883778315
Butler County,Nebraska,209,8205,0.971291866,0.028708134,0,51.3,0,0.899117407
Butler County,Iowa,288,14935,0.802083333,0.197916667,0,46.7,0,0.906330826
Butler County,Missouri,234,42885,0.944444444,0.055555556,0,46,35.2,0.753229107
Butler County,Kentucky,98,12830,0.959183673,0.040816327,,,,0.920222177
Butte County,Idaho,32,2590,0.96875,0.03125,0,19.6,0,0.968883613
Butte County,California,437,223875,0.940503432,0.059496568,0,96.7,45.9,0.58749769
Butte County,South Dakota,139,10270,0.805755396,0.194244604,0,20.6,0,0.857210259
Butts County,Georgia,46,23480,0.934782609,0.065217391,0,18.4,0,0.967672415
Cabarrus County,North Carolina,227,192295,0.863436123,0.136563877,0,29.6,17.3,0.890560355
Cabell County,West Virginia,202,96625,0.806930693,0.193069307,0,67.4,26.6,0.694866631
Cache County,Utah,91,118825,0.967032967,0.032967033,0,60,0,0.783681005
Caddo County,Oklahoma,460,29510,0.795652174,0.204347826,0,41.3,0,0.629165553
Caddo Parish,Louisiana,688,253125,0.918604651,0.081395349,1,142.1,0,0.743835895
Calaveras County,California,105,44785,0.876190476,0.123809524,0,,,0.58749769
Calcasieu Parish,Louisiana,456,197235,0.921052632,0.078947368,1,136.7,44.2,0.743835895
Caldwell County,North Carolina,197,81625,0.862944162,0.137055838,0,17.3,0,0.890560355
Caldwell County,Texas,199,39850,0.994974874,0.005025126,0,35.4,10.3,0.891372329
Caldwell County,Missouri,207,9055,0.879227053,0.120772947,0,41.3,0,0.753229107
Caldwell County,Kentucky,115,12760,0.956521739,0.043478261,0,29.7,0,0.920222177
Caldwell Parish,Louisiana,140,9995,0.871428571,0.128571429,0,28.2,0,0.743835895
Caledonia County,Vermont,241,30860,0.991701245,0.008298755,0,43.8,0,0.821290173
Calhoun County,Alabama,374,115885,0.962566845,0.037433155,0,65.9,29.3,0.880672042
Calhoun County,Illinois,80,4960,0.9625,0.0375,0,,,0.807663106
Calhoun County,Mississippi,220,14725,0.904545455,0.095454545,0,,,0.731516457
Calhoun County,Michigan,211,134690,0.872037915,0.127962085,0,51.2,43.5,0.771767308
Calhoun County,Iowa,201,9875,0.84079602,0.15920398,0,41.4,0,0.906330826
Calhoun County,West Virginia,50,7480,0.78,0.22,,,,0.694866631
Calhoun County,South Carolina,66,14885,0.954545455,0.045454545,0,35.1,0,0.812866638
Calhoun County,Texas,101,21805,0.97029703,0.02970297,0,26,0,0.891372329
Calhoun County,Florida,48,14550,0.979166667,0.020833333,0,,,0.882151679
Calhoun County,Georgia,42,6445,1,0,0,33.1,0,0.967672415
Calhoun County,Arkansas,109,5210,0.963302752,0.036697248,0,37.1,0,0.796760502
Callahan County,Texas,157,13595,0.993630573,0.006369427,0,31.2,0,0.891372329
Callaway County,Missouri,304,44695,0.934210526,0.065789474,0,15.8,0,0.753229107
Calloway County,Kentucky,208,38300,0.932692308,0.067307692,0,11.4,0,0.920222177
Calumet County,Wisconsin,61,49655,0.967213115,0.032786885,0,38.3,0,0.833592818
Calvert County,Maryland,31,90525,0.967741935,0.032258065,0,,,0.880315818
Camas County,Idaho,51,970,0.882352941,0.117647059,0,,,0.968883613
Cambria County,Pennsylvania,280,137760,0.860714286,0.139285714,1,115.3,39.2,0.714875343
Camden County,New Jersey,260,511145,0.911538462,0.088461538,0,89.6,37.6,0.529653452
Camden County,North Carolina,24,10230,0.958333333,0.041666667,0,5,0,0.890560355
Camden County,Missouri,93,44150,0.913978495,0.086021505,0,4.5,0,0.753229107
Camden County,Georgia,97,52090,0.989690722,0.010309278,0,23.4,0,0.967672415
Cameron County,Pennsylvania,59,4805,0.745762712,0.254237288,0,41.4,0,0.714875343
Cameron County,Texas,348,418785,0.997126437,0.002873563,2,114.9,0,0.891372329
Cameron Parish,Louisiana,59,6740,0.847457627,0.152542373,0,,,0.743835895
Camp County,Texas,40,12630,1,0,0,36.2,0,0.891372329
Campbell County,Wyoming,148,48475,0.966216216,0.033783784,1,201.8,0,0.803817764
Campbell County,Virginia,144,55060,0.958333333,0.041666667,1,98.9,18.7,0.884284057
Campbell County,Tennessee,132,40010,0.893939394,0.106060606,0,78.3,0,0.945988112
Campbell County,South Dakota,15,1555,1,0,0,,,0.857210259
Campbell County,Kentucky,130,91455,0.946153846,0.053846154,0,29.4,25.9,0.920222177
Canadian County,Oklahoma,473,129570,0.936575053,0.063424947,0,75.2,0,0.629165553
Candler County,Georgia,61,10960,0.983606557,0.016393443,0,7.9,0,0.967672415
Cannon County,Tennessee,158,13855,0.905063291,0.094936709,0,,,0.945988112
Canyon County,Idaho,288,202780,0.961805556,0.038194444,0,60.9,0,0.968883613
Cape Girardeau County,Missouri,370,78090,0.964864865,0.035135135,0,49.1,5.5,0.753229107
Cape May County,New Jersey,73,95405,0.835616438,0.164383562,0,37.7,27.3,0.529653452
Carbon County,Wyoming,208,15695,0.908653846,0.091346154,0,86.9,0,0.803817764
Carbon County,Utah,73,20735,0.98630137,0.01369863,0,92.3,33.7,0.783681005
Carbon County,Montana,82,10340,0.914634146,0.085365854,0,50.5,0,0.880305656
Carbon County,Pennsylvania,129,64330,0.751937984,0.248062016,0,55.9,0,0.714875343
Caribou County,Idaho,43,6815,0.906976744,0.093023256,0,62.6,0,0.968883613
Carlisle County,Kentucky,75,4955,0.986666667,0.013333333,0,12.4,12.4,0.920222177
Carlton County,Minnesota,141,35480,0.936170213,0.063829787,0,67.2,0,0.850650597
Caroline County,Virginia,102,29640,0.921568627,0.078431373,0,25.1,25.1,0.884284057
Caroline County,Maryland,71,32655,0.929577465,0.070422535,0,5.6,0,0.880315818
Carroll County,Ohio,142,28110,0.957746479,0.042253521,0,39.8,0,0.834323878
Carroll County,Virginia,159,29735,0.981132075,0.018867925,0,,,0.884284057
Carroll County,Maryland,204,167535,0.941176471,0.058823529,0,63.3,0,0.880315818
Carroll County,Indiana,162,20005,0.987654321,0.012345679,0,28.7,0,0.92512153
Carroll County,Illinois,182,14795,0.895604396,0.104395604,0,79.6,0,0.807663106
Carroll County,Mississippi,233,10300,0.836909871,0.163090129,0,14.2,0,0.731516457
Carroll County,New Hampshire,189,47415,0.899470899,0.100529101,0,45.3,29.8,0.76406884
Carroll County,Iowa,249,20555,0.9437751,0.0562249,0,49,0,0.906330826
Carroll County,Tennessee,244,28415,0.967213115,0.032786885,0,49.2,0,0.945988112
Carroll County,Missouri,378,9010,0.80952381,0.19047619,0,96.3,31.1,0.753229107
Carroll County,Georgia,168,113755,0.970238095,0.029761905,0,43.7,9.6,0.967672415
Carroll County,Kentucky,68,10775,0.897058824,0.102941176,0,32.5,0,0.920222177
Carroll County,Arkansas,115,27690,0.965217391,0.034782609,0,,,0.796760502
Carson City,Nevada,,54410,,,0,,,0.873795386
Carson County,Texas,35,6025,1,0,0,81.8,0,0.891372329
Carter County,Montana,40,1295,0.975,0.025,0,,,0.880305656
Carter County,Oklahoma,340,48530,0.920588235,0.079411765,0,24,21.2,0.629165553
Carter County,Tennessee,195,56705,0.825641026,0.174358974,0,4.9,0,0.945988112
Carter County,Missouri,47,6250,0.936170213,0.063829787,0,,,0.753229107
Carter County,Kentucky,185,27290,0.913513514,0.086486486,0,,,0.920222177
Carteret County,North Carolina,56,68535,0.910714286,0.089285714,0,21.1,0,0.890560355
Carver County,Minnesota,115,97145,0.895652174,0.104347826,0,33.5,0,0.850650597
Cascade County,Montana,188,82050,0.973404255,0.026595745,1,122.7,0,0.880305656
Casey County,Kentucky,140,15930,0.907142857,0.092857143,0,,,0.920222177
Cass County,Indiana,186,38325,0.97311828,0.02688172,0,55.3,0,0.92512153
Cass County,Illinois,77,13070,0.844155844,0.155844156,0,11,0,0.807663106
Cass County,Michigan,51,51795,0.803921569,0.196078431,0,45.5,17.8,0.771767308
Cass County,Nebraska,280,25465,0.8,0.2,0,82.3,12.2,0.899117407
Cass County,Iowa,297,13435,0.760942761,0.239057239,0,25.7,0,0.906330826
Cass County,Minnesota,82,28635,0.975609756,0.024390244,0,49.3,0,0.850650597
Cass County,North Dakota,371,166850,0.940700809,0.059299191,1,235.1,27.8,0.933551831
Cass County,Texas,145,30345,1,0,0,63.7,32.9,0.891372329
Cass County,Missouri,369,101325,0.913279133,0.086720867,0,68.5,17.7,0.753229107
Cassia County,Idaho,105,23440,1,0,0,36.4,0,0.968883613
Castro County,Texas,10,7875,1,0,0,27.1,0,0.891372329
Caswell County,North Carolina,90,23095,0.922222222,0.077777778,0,7.7,6.6,0.890560355
Catahoula Parish,Louisiana,72,10145,0.930555556,0.069444444,0,,,0.743835895
Catawba County,North Carolina,222,155460,0.945945946,0.054054054,0,42.5,0,0.890560355
Catoosa County,Georgia,87,65645,0.977011494,0.022988506,0,13.8,0,0.967672415
Catron County,New Mexico,99,3545,0.898989899,0.101010101,0,,,0.698534578
Cattaraugus County,New York,480,78505,0.945833333,0.054166667,0,130.8,0,0.746636286
Cavalier County,North Dakota,68,3865,0.764705882,0.235294118,0,75.1,0,0.933551831
Cayuga County,New York,145,78785,0.786206897,0.213793103,0,30.6,11.4,0.746636286
Cecil County,Maryland,192,102175,0.947916667,0.052083333,0,52.4,18.1,0.880315818
Cedar County,Nebraska,313,8655,0.900958466,0.099041534,0,18.8,0,0.899117407
Cedar County,Iowa,308,18390,0.743506494,0.256493506,0,31.9,0,0.906330826
Cedar County,Missouri,112,13930,0.8125,0.1875,0,,,0.753229107
Centre County,Pennsylvania,351,159180,0.9002849,0.0997151,0,51.9,0,0.714875343
Cerro Gordo County,Iowa,265,43305,0.890566038,0.109433962,1,111.5,0,0.906330826
Chaffee County,Colorado,84,18505,0.964285714,0.035714286,0,,,0.78095535
Chambers County,Alabama,184,34020,0.929347826,0.070652174,0,28.9,0,0.880672042
Chambers County,Texas,138,38070,0.992753623,0.007246377,0,14.9,0,0.891372329
Champaign County,Ohio,200,39175,0.99,0.01,0,41.3,0,0.834323878
Champaign County,Illinois,725,206420,0.955862069,0.044137931,1,135.5,37.4,0.807663106
Chariton County,Missouri,288,7615,0.895833333,0.104166667,0,56.6,21.5,0.753229107
Charles City County,Virginia,22,7085,0.954545455,0.045454545,0,3.9,3.9,0.884284057
Charles County,Maryland,91,154355,0.89010989,0.10989011,0,34.5,0,0.880315818
Charles Mix County,South Dakota,97,9275,0.731958763,0.268041237,0,,,0.857210259
Charleston County,South Carolina,286,380675,0.916083916,0.083916084,0,89,38.1,0.812866638
Charlevoix County,Michigan,18,26170,0.888888889,0.111111111,0,13.1,0,0.771767308
Charlotte County,Virginia,100,12230,0.99,0.01,0,46.5,0,0.884284057
Charlotte County,Florida,209,169640,1,0,1,24.7,0,0.882151679
Charlottesville city,Virginia,24,45540,0.75,0.25,0,5.9,5.8,0.884284057
Charlton County,Georgia,72,12970,0.972222222,0.027777778,0,46.4,19.2,0.967672415
Chase County,Kansas,186,2695,0.946236559,0.053763441,0,56,30.4,0.883778315
Chase County,Nebraska,34,4060,0.970588235,0.029411765,0,17.9,0,0.899117407
Chatham County,North Carolina,234,68780,0.944444444,0.055555556,0,48.5,7.9,0.890560355
Chatham County,Georgia,247,282615,0.991902834,0.008097166,1,104.1,33.8,0.967672415
Chattahoochee County,Georgia,56,11880,0.946428571,0.053571429,0,26.8,0,0.967672415
Chattooga County,Georgia,114,25045,0.859649123,0.140350877,0,8.4,0,0.967672415
Chautauqua County,Kansas,133,3470,0.902255639,0.097744361,0,,,0.883778315
Chautauqua County,New York,558,131750,0.924731183,0.075268817,0,94.1,40,0.746636286
Chaves County,New Mexico,118,65610,0.966101695,0.033898305,1,89,0,0.698534578
Cheatham County,Tennessee,127,39575,0.94488189,0.05511811,0,10.6,0,0.945988112
Cheboygan County,Michigan,70,25580,0.928571429,0.071428571,0,,,0.771767308
Chelan County,Washington,140,74760,0.957142857,0.042857143,0,112.4,63.7,0.710608062
Chemung County,New York,255,87740,0.88627451,0.11372549,1,39.3,0,0.746636286
Chenango County,New York,256,49285,0.921875,0.078125,0,60.6,0,0.746636286
Cherokee County,Alabama,169,25895,0.982248521,0.017751479,0,,,0.880672042
Cherokee County,Oklahoma,205,48265,0.834146341,0.165853659,0,,,0.629165553
Cherokee County,Kansas,309,20735,0.928802589,0.071197411,0,71.3,0,0.883778315
Cherokee County,North Carolina,156,27225,0.935897436,0.064102564,0,25.1,9.6,0.890560355
Cherokee County,Iowa,246,11750,0.715447154,0.284552846,0,29.7,0,0.906330826
Cherokee County,South Carolina,205,56275,0.912195122,0.087804878,0,36,23.3,0.812866638
Cherokee County,Texas,192,51255,1,0,0,43,13.5,0.891372329
Cherokee County,Georgia,158,230630,0.987341772,0.012658228,0,28.5,0,0.967672415
Cherry County,Nebraska,57,5780,0.824561404,0.175438596,0,,,0.899117407
Chesapeake city,Virginia,179,233195,0.944134078,0.055865922,0,56.9,14.2,0.884284057
Cheshire County,New Hampshire,189,76320,0.888888889,0.111111111,0,2.2,1.7,0.76406884
Chester County,Pennsylvania,674,512030,0.820474777,0.179525223,0,100.7,36.9,0.714875343
Chester County,Tennessee,127,17355,0.968503937,0.031496063,,9.5,0,0.945988112
Chester County,South Carolina,191,32435,0.890052356,0.109947644,0,75.8,0,0.812866638
Chesterfield County,Virginia,279,331840,0.960573477,0.039426523,0,54.9,16.8,0.884284057
Chesterfield County,South Carolina,206,46085,0.917475728,0.082524272,0,54,34.2,0.812866638
Cheyenne County,Colorado,61,2070,1,0,0,62.6,0,0.78095535
Cheyenne County,Kansas,100,2680,0.91,0.09,0,21.4,0,0.883778315
Cheyenne County,Nebraska,159,10090,0.987421384,0.012578616,0,87.4,0,0.899117407
Chickasaw County,Mississippi,251,17355,0.952191235,0.047808765,0,13.2,0,0.731516457
Chickasaw County,Iowa,307,12165,0.827361564,0.172638436,0,33.3,0,0.906330826
Chicot County,Arkansas,90,11190,0.988888889,0.011111111,0,48.7,0,0.796760502
Childress County,Texas,91,7060,0.978021978,0.021978022,0,27.8,0,0.891372329
Chilton County,Alabama,189,43815,0.984126984,0.015873016,0,59.4,0,0.880672042
Chippewa County,Michigan,110,38330,0.9,0.1,1,62.3,0,0.771767308
Chippewa County,Minnesota,116,12125,0.836206897,0.163793103,0,56.1,0,0.850650597
Chippewa County,Wisconsin,363,63355,0.925619835,0.074380165,1,70.4,0,0.833592818
Chisago County,Minnesota,61,54040,0.918032787,0.081967213,0,15.1,0,0.850650597
Chittenden County,Vermont,178,160510,0.983146067,0.016853933,1,55.5,46.5,0.821290173
Choctaw County,Alabama,153,13285,0.934640523,0.065359477,0,26.7,0,0.880672042
Choctaw County,Mississippi,166,8320,0.921686747,0.078313253,0,16.4,0,0.731516457
Choctaw County,Oklahoma,218,15050,0.963302752,0.036697248,0,71.8,0,0.629165553
Chouteau County,Montana,45,5835,0.911111111,0.088888889,0,53,0,0.880305656
Chowan County,North Carolina,38,14555,0.947368421,0.052631579,0,3.3,0,0.890560355
Christian County,Illinois,323,33890,0.832817337,0.167182663,0,63.6,0,0.807663106
Christian County,Missouri,114,82055,0.929824561,0.070175439,0,7.9,0,0.753229107
Christian County,Kentucky,301,73935,0.966777409,0.033222591,0,50,0,0.920222177
Churchill County,Nevada,68,24150,0.985294118,0.014705882,0,68.5,42,0.873795386
Cibola County,New Mexico,106,27375,0.952830189,0.047169811,0,59,59,0.698534578
Cimarron County,Oklahoma,89,2270,0.966292135,0.033707865,0,72.2,0,0.629165553
Citrus County,Florida,41,140455,1,0,0,17.9,0,0.882151679
Clackamas County,Oregon,362,394965,0.964088398,0.035911602,0,44.7,24.1,0.897757095
Claiborne County,Mississippi,135,9210,0.962962963,0.037037037,0,,,0.731516457
Claiborne County,Tennessee,95,31700,0.936842105,0.063157895,0,31.9,0,0.945988112
Claiborne Parish,Louisiana,155,16450,0.696774194,0.303225806,0,33.6,0,0.743835895
Clallam County,Washington,144,72970,0.9375,0.0625,0,,,0.710608062
Clare County,Michigan,84,30610,0.988095238,0.011904762,0,25.5,0,0.771767308
Clarendon County,South Carolina,169,34055,0.952662722,0.047337278,0,25.6,0,0.812866638
Clarion County,Pennsylvania,173,38940,0.861271676,0.138728324,0,,,0.714875343
Clark County,Nevada,1056,2070155,0.996212121,0.003787879,1,160.2,4.3,0.873795386
Clark County,Ohio,348,136175,0.99137931,0.00862069,0,80.2,0,0.834323878
Clark County,Indiana,251,113995,0.984063745,0.015936255,0,50.2,0,0.92512153
Clark County,Idaho,40,960,0.875,0.125,0,37.6,0,0.968883613
Clark County,Illinois,227,16090,0.964757709,0.035242291,0,29,0,0.807663106
Clark County,Kansas,105,2130,0.971428571,0.028571429,0,9.9,0,0.883778315
Clark County,Washington,212,450895,0.985849057,0.014150943,0,76,54.9,0.710608062
Clark County,Wisconsin,294,34485,0.850340136,0.149659864,0,63.6,0,0.833592818
Clark County,Missouri,180,6860,0.927777778,0.072222222,0,31.1,20.6,0.753229107
Clark County,South Dakota,19,3640,0.789473684,0.210526316,0,16.3,0,0.857210259
Clark County,Kentucky,118,35705,0.974576271,0.025423729,0,38.2,0,0.920222177
Clark County,Arkansas,204,22685,0.965686275,0.034313725,0,34.9,29.6,0.796760502
Clarke County,Virginia,37,14305,1,0,0,19.8,0,0.884284057
Clarke County,Alabama,155,24845,0.993548387,0.006451613,0,42.9,0,0.880672042
Clarke County,Mississippi,230,16205,0.930434783,0.069565217,0,50,21,0.731516457
Clarke County,Iowa,168,9275,0.738095238,0.261904762,0,31.4,31.4,0.906330826
Clarke County,Georgia,101,122035,0.99009901,0.00990099,0,30.2,0,0.967672415
Clatsop County,Oregon,153,37660,0.888888889,0.111111111,0,29.3,0,0.897757095
Clay County,Alabama,130,13485,0.915384615,0.084615385,0,28.8,0,0.880672042
Clay County,Indiana,195,26570,0.871794872,0.128205128,0,13.9,0,0.92512153
Clay County,Illinois,166,13465,0.903614458,0.096385542,0,44.8,1.7,0.807663106
Clay County,Mississippi,153,20145,0.967320261,0.032679739,0,23.8,0,0.731516457
Clay County,Kansas,227,8345,0.942731278,0.057268722,0,10.7,0,0.883778315
Clay County,North Carolina,60,10730,0.916666667,0.083333333,0,,,0.890560355
Clay County,Nebraska,133,6315,0.864661654,0.135338346,0,49.3,24.6,0.899117407
Clay County,Iowa,155,16480,0.877419355,0.122580645,0,24.3,0,0.906330826
Clay County,Minnesota,222,61400,0.959459459,0.040540541,0,105.1,31.6,0.850650597
Clay County,Tennessee,64,7770,0.953125,0.046875,0,,,0.945988112
Clay County,West Virginia,85,9035,0.823529412,0.176470588,,,,0.694866631
Clay County,Texas,133,10365,0.977443609,0.022556391,0,32.7,0,0.891372329
Clay County,Missouri,424,233135,0.910377358,0.089622642,0,81.7,0,0.753229107
Clay County,South Dakota,90,14030,0.866666667,0.133333333,0,20.8,0,0.857210259
Clay County,Florida,77,200345,0.961038961,0.038961039,0,40.5,28.5,0.882151679
Clay County,Georgia,21,3070,1,0,0,,,0.967672415
Clay County,Kentucky,166,21160,0.759036145,0.240963855,0,11.7,0,0.920222177
Clay County,Arkansas,203,15200,0.935960591,0.064039409,0,37.6,19.4,0.796760502
Clayton County,Iowa,262,17735,0.885496183,0.114503817,0,59.3,0,0.906330826
Clayton County,Georgia,159,270270,0.974842767,0.025157233,1,25.1,0,0.967672415
Clear Creek County,Colorado,76,9240,0.960526316,0.039473684,0,,,0.78095535
Clearfield County,Pennsylvania,289,81170,0.816608997,0.183391003,0,136,0,0.714875343
Clearwater County,Idaho,87,8530,0.908045977,0.091954023,0,25.5,0,0.968883613
Clearwater County,Minnesota,51,8765,1,0,0,18.8,0,0.850650597
Cleburne County,Alabama,165,14990,0.890909091,0.109090909,,19.7,19.7,0.880672042
Cleburne County,Arkansas,52,25585,1,0,0,,,0.796760502
Clermont County,Ohio,321,201090,0.943925234,0.056074766,0,25.5,0,0.834323878
Cleveland County,Oklahoma,305,271820,0.91147541,0.08852459,0,22.7,22.7,0.629165553
Cleveland County,North Carolina,251,97115,0.880478088,0.119521912,0,43.8,10,0.890560355
Cleveland County,Arkansas,84,8420,0.988095238,0.011904762,,21.3,0,0.796760502
Clinch County,Georgia,69,6815,0.971014493,0.028985507,0,53.3,0,0.967672415
Clinton County,Ohio,223,41855,0.99103139,0.00896861,0,41.8,0,0.834323878
Clinton County,Indiana,212,32690,0.919811321,0.080188679,0,41.2,0,0.92512153
Clinton County,Pennsylvania,206,39535,0.898058252,0.101941748,0,92.1,0,0.714875343
Clinton County,Illinois,189,37860,0.947089947,0.052910053,0,77.2,0,0.807663106
Clinton County,Michigan,216,77245,0.884259259,0.115740741,1,9.2,0,0.771767308
Clinton County,New York,200,81505,0.9,0.1,1,45.4,36.2,0.746636286
Clinton County,Iowa,372,47970,0.970430108,0.029569892,0,64,0,0.906330826
Clinton County,Missouri,152,20495,0.940789474,0.059210526,0,,,0.753229107
Clinton County,Kentucky,39,10170,0.974358974,0.025641026,0,,,0.920222177
Cloud County,Kansas,316,9300,0.949367089,0.050632911,0,65.1,0,0.883778315
Coahoma County,Mississippi,116,24805,0.982758621,0.017241379,0,44.4,0,0.731516457
Coal County,Oklahoma,150,5755,0.886666667,0.113333333,0,,,0.629165553
Cobb County,Georgia,383,728390,0.98694517,0.01305483,0,62.1,11.1,0.967672415
Cochise County,Arizona,501,128175,0.974051896,0.025948104,0,139.3,101.6,0.813937707
Cochran County,Texas,,2955,,,0,0.7,0,0.891372329
Cocke County,Tennessee,187,35255,0.893048128,0.106951872,0,31.2,0,0.945988112
Coconino County,Arizona,403,138065,0.975186104,0.024813896,1,285.6,196.2,0.813937707
Codington County,South Dakota,74,27885,0.878378378,0.121621622,1,33.1,0,0.857210259
Coffee County,Alabama,214,50990,0.985981308,0.014018692,0,4.6,0,0.880672042
